"","X","address","bedroom","bathroom","carspace","soldprice","yearsold","latitude","longitude","distance_to_train_station"
"71",71,"1/4-6 Lincoln Street Eastwood 2122",3,2,2,865000,"2011-08-23",-33.7804611510506,151.095312755134,1611.96274026109
"72",72,"2/23 Vimiera Road Eastwood 2122",3,2,1,765000,"2011-08-01",-33.7846799724664,151.086604879744,715.105612305702
"73",73,"1/23 Vimiera Road Eastwood 2122",3,2,2,755000,"2011-08-01",-33.7846799724664,151.086604879744,715.105612305702
"74",74,"3/20 Lincoln Street Eastwood 2122",3,1,2,695000,"2011-06-01",-33.7811750796536,151.096553276804,1652.7246597154
"75",75,"4/582 Blaxland Road Eastwood 2122",2,1,2,550000,"2011-05-21",-33.7884236657007,151.085357820189,343.296385010557
"76",76,"1/4-6 Denistone Road Eastwood 2122",3,1,2,655500,"2011-04-10",-33.7920913769827,151.087620179675,565.967532016128
"77",77,"1/4 Denistone Road Eastwood 2122",3,1,2,655500,"2011-04-09",-33.7920913769827,151.087620179675,565.967532016128
"78",78,"4/145 BALACLAVA ROAD Eastwood 2122",3,2,2,760000,"2011-03-29",-33.7858229287834,151.087184823624,653.680132541247
"79",79,"4/44 Fourth Avenue Eastwood 2122",2,1,1,866000,"2011-03-01",-33.7941542471732,151.088225101628,738.495248905704
"80",80,"3/11 Trelawney Street Eastwood 2122",2,2,1,585000,"2011-03-01",-33.7939012813353,151.079963394944,487.309867687424
"81",81,"2 17 Gordon Street Eastwood 2122",2,1,1,550000,"2011-01-01",-33.788443111716,151.089187260293,675.447647215409
"82",82,"2/17 Gordon Street Eastwood 2122",2,1,1,550000,"2010-12-01",-33.788443111716,151.089187260293,675.447647215409
"83",83,"24 Fonti Street Eastwood 2122",4,1,3,765000,"2010-11-26",-33.7866955268135,151.097516944212,1470.26638110489
"84",84,"4/64 Rutledge Street Eastwood 2122",3,2,NA,755000,"2010-11-01",-33.7951546273172,151.07295863846,1028.27763754142
"85",85,"2/577 Blaxland Road Eastwood 2122",2,1,1,860000,"2010-11-01",-33.7914411508438,151.08896681624,658.040045184476
"86",86,"1/40 Denistone Road Eastwood 2122",2,1,2,570000,"2010-11-01",-33.7929053436,151.088496423833,679.782902214134
"87",87,"5/26-28 Brush Road Eastwood 2122",3,2,2,528000,"2010-09-30",-33.7931614526516,151.069234810336,1244.35232521102
"88",88,"8/18 Wentworth Road Eastwood 2122",3,1,2,680000,"2010-09-01",-33.7974329543288,151.075062831433,1061.61078176494
"89",89,"1/21 Alexandria Avenue Eastwood 2122",3,1,1,704000,"2010-08-01",-33.7880468153339,151.090456112796,800.131435223813
"90",90,"2/17 Clanwilliam Street Eastwood 2122",3,1,1,650000,"2010-07-28",-33.7956775742563,151.075983248221,856.660091863453
"91",91,"1/602-604 Blaxland Road Eastwood 2122",2,1,2,560000,"2010-07-07",-33.7867915415144,151.08483571144,428.716892595822
"92",92,"2/112 Vimiera Road Eastwood 2122",3,2,1,599900,"2010-05-01",-33.7794127006919,151.095794127833,1722.84792002489
"93",93,"3/112 Vimiera Road Eastwood 2122",3,2,1,599900,"2010-05-01",-33.7794127006919,151.095794127833,1722.84792002489
"94",94,"4/4 Susan Place Eastwood 2122",3,2,1,1290000,"2010-05-01",-33.7870501232273,151.096161841925,1339.08518272625
"95",95,"4/30 Fourth Avenue Eastwood 2122",3,1,1,608000,"2010-04-01",-33.7945502501887,151.086766566656,674.059841147863
"96",96,"10/64a Brush Road Eastwood 2122",3,1,2,550000,"2010-02-25",-33.7998098622204,151.071225995221,1492.95505056234
"97",97,"2/27-29 Munro Street Eastwood 2122",3,2,2,680000,"2010-02-23",-33.784281622518,151.091780034402,1092.35534954766
"98",98,"4/69 Tarrants Avenue Eastwood 2122",3,3,3,750000,"2010-02-13",-33.7980289914636,151.07683602305,1027.62755592768
"99",99,"3/214 North Road Eastwood 2122",3,2,1,520500,"2009-12-01",-33.7873825914168,151.098989728419,1587.51786720423
"100",100,"5/49 Terry Road Eastwood 2122",3,2,2,635000,"2009-11-01",-33.7895045121152,151.069763876065,1142.13639760224
"101",101,"1/64 Rutledge Street Eastwood 2122",3,2,1,666000,"2009-11-01",-33.7951546273172,151.07295863846,1028.27763754142
"102",102,"16/36 Balaclava Road Eastwood 2122",3,2,2,6e+05,"2009-09-01",-33.7846024817715,151.09053968037,978.497264520763
"103",103,"1/18 Clanalpine Street Eastwood 2122",2,2,1,575000,"2009-09-01",-33.7942759943168,151.080649788995,505.271155832598
"104",104,"1/17 Rutledge Street Eastwood 2122",2,2,1,510000,"2009-09-01",-33.7934683979459,151.076310812997,666.812400279325
"105",105,"6/74-76 Balaclava Road Eastwood 2122",3,2,1,575000,"2009-06-01",-33.7828134902673,151.095764707353,1490.18248157155
"106",106,"14/18 Doomben Avenue Eastwood 2122",2,1,1,335000,"2009-04-01",-33.7846203771348,151.083434089591,600.545640968783
"107",107,"3/26 Third Avenue Eastwood 2122",3,2,4,510000,"2009-02-01",-33.7934013427204,151.086859270505,588.031732520215
"108",108,"4/16 Ethel STREET Eastwood 2122",2,1,1,375000,"2008-11-21",-33.7896100402761,151.084112101739,188.929033767358
"109",109,"2/44 Fourth Avenue Eastwood 2122",2,1,1,475000,"2008-10-04",-33.7941542471732,151.088225101628,738.495248905704
"110",110,"7/49 Terry Road Eastwood 2122",4,2,2,640000,"2008-09-10",-33.7895045121152,151.069763876065,1142.13639760224
"111",111,"2/93 Vimiera Road Eastwood 2122",2,1,1,710000,"2008-09-01",-33.780875342796,151.093303277666,1443.49005372848
"112",112,"2/20 Lansdowne Street Eastwood 2122",3,2,2,639800,"2008-09-01",-33.7869160965955,151.087699053384,615.360270168462
"113",113,"5/17 Rutledge Street Eastwood 2122",3,2,2,658000,"2008-06-01",-33.7934683979459,151.076310812997,666.812400279325
"114",114,"3/6 Eric Street Eastwood 2122",2,1,1,482000,"2008-05-16",-33.7930565950428,151.070084735318,1165.79811657928
"115",115,"3/6 Eric Street Eastwood 2122",2,1,1,482000,"2008-05-16",-33.7930565950428,151.070084735318,1165.79811657928
"116",116,"1/3B Darvall Road Eastwood 2122",3,2,2,540000,"2008-03-01",-33.7906275195026,151.069631106718,1156.40267159194
"117",117,"1/44 Balaclava Road Eastwood 2122",3,2,2,575,"2008-01-21",-33.7847339938324,151.091821943918,1067.58652715784
"118",118,"1/44 Balaclava Road Eastwood 2122",3,2,2,575,"2008-01-21",-33.7847339938324,151.091821943918,1067.58652715784
"119",119,"19/36 Balaclava Road Eastwood 2122",4,2,2,635000,"2007-12-07",-33.7842030002662,151.09032066124,990.279253607199
"120",120,"4/7 Sybil Street Eastwood 2122",2,1,1,459000,"2007-12-01",-33.7912018894177,151.069235648526,1198.93664292448
"121",121,"2/4 Rutledge Street Eastwood 2122",2,1,1,561000,"2007-11-01",-33.7931176572075,151.081072236915,370.593148938349
"122",122,"8/6 Lovell Road Eastwood 2122",3,1,1,1e+06,"2007-11-01",-33.7914953817574,151.090068701231,758.312882347959
"123",123,"2/55 Vimiera Road Eastwood 2122",3,2,2,536000,"2007-10-01",-33.7818792433394,151.090303059244,1171.84106391125
"124",124,"2/4 Denistone Road Eastwood 2122",2,1,1,460000,"2007-10-01",-33.7920913769827,151.087620179675,565.967532016128
"125",125,"6/7 Sybil Street Eastwood 2122",2,2,1,481000,"2007-09-01",-33.7912018894177,151.069235648526,1198.93664292448
"126",126,"6/43 Balaclava Road Eastwood 2122",3,2,1,570000,"2007-09-01",-33.7856894050658,151.091083498248,954.193313772626
"127",127,"7/27 Edgar Street Eastwood 2122",3,1,1,480000,"2007-09-01",-33.7881038960945,151.088385447435,614.921749659483
"128",128,"3/4 Susan Place Eastwood 2122",3,2,2,567000,"2007-08-01",-33.7870501232273,151.096161841925,1339.08518272625
"129",129,"4/20 Clanalpine Street Eastwood 2122",3,1,1,575000,"2007-08-01",-33.7943940115135,151.080240500663,529.022584697343
"130",130,"3/17 Gordon Street Eastwood 2122",3,2,2,595000,"2007-07-01",-33.788443111716,151.089187260293,675.447647215409
"131",131,"10/9 Threlfall Street Eastwood 2122",3,2,2,495000,"2007-07-01",-33.7849213712779,151.096248678442,1421.5035359168
"132",132,"3/3 Edgar Street Eastwood 2122",3,2,NA,1330000,"2007-07-01",-33.7899643852329,151.089036134579,641.741011148257
"133",133,"3/1 Balaclava Road Eastwood 2122",4,2,2,620000,"2007-07-01",-33.7867778371027,151.085976823739,499.442667981532
"134",134,"1/27 Munro Street Eastwood 2122",3,2,2,589000,"2007-07-01",-33.784281622518,151.091780034402,1092.35534954766
"135",135,"1/20 Lansdowne Street Eastwood 2122",3,2,1,578000,"2007-05-01",-33.7869160965955,151.087699053384,615.360270168462
"136",136,"2/6 Warrawong Street Eastwood 2122",3,2,3,550000,"2007-04-01",-33.7991296610791,151.071669501752,1409.51423557218
"137",137,"4/57 Vimiera Road Eastwood 2122",2,1,1,465000,"2007-02-01",-33.7818205281076,151.09050858351,1189.18078262847
"138",138,"4/63 Vimiera Road Eastwood 2122",3,2,2,617500,"2007-01-01",-33.7816453882408,151.091125575402,1241.64409444892
"139",139,"1/11 Clanalpine Street Eastwood 2122",3,2,NA,670000,"2007-01-01",-33.7934871314994,151.080783145074,417.488262160876
"140",140,"4/21 Hunts Avenue Eastwood 2122",3,2,1,525000,"2006-11-01",-33.7865113344912,151.094984184529,1250.27703050964
"141",141,"3/26 Corunna Road Eastwood 2122",3,2,2,620000,"2006-10-01",-33.782709889944,151.091555650854,1185.73668148346
"142",142,"2/11 Trelawney Street Eastwood 2122",2,2,1,435000,"2006-09-01",-33.7939012813353,151.079963394944,487.309867687424
"143",143,"1/7 Sybil Street Eastwood 2122",2,2,1,470100,"2006-08-01",-33.7912018894177,151.069235648526,1198.93664292448
"144",144,"3/6 Warrawong Street Eastwood 2122",3,2,3,508000,"2006-07-01",-33.7991296610791,151.071669501752,1409.51423557218
"145",145,"1/26 Corunna Road Eastwood 2122",3,NA,NA,620000,"2006-06-01",-33.782709889944,151.091555650854,1185.73668148346
"146",146,"2/24 Alexandria Avenue Eastwood 2122",3,1,1,488000,"2006-04-01",-33.7880792113897,151.091234540144,869.063991336155
"147",147,"1/6 Lovell Road Eastwood 2122",3,1,2,443000,"2006-04-01",-33.7914953817574,151.090068701231,758.312882347959
"148",148,"1/17 Vimiera Road Eastwood 2122",3,2,1,529000,"2006-04-01",-33.7851585791377,151.086150077677,647.294938779705
"149",149,"2/37 Tallwood Avenue Eastwood 2122",2,2,1,473000,"2006-03-01",-33.7913484469947,151.104462021545,2075.09407883697
"150",150,"5/11 Trelawney Street Eastwood 2122",2,2,1,410000,"2005-11-01",-33.7939012813353,151.079963394944,487.309867687424
"151",151,"1/5A Clanalpine Street Eastwood 2122",4,2,2,560000,"2005-11-01",-33.7934057851291,151.081700209101,392.010935558569
"152",152,"2/5A Clanalpine Street Eastwood 2122",4,2,2,555000,"2005-10-01",-33.7934057851291,151.081700209101,392.010935558569
"153",153,"6/17 Rutledge Street Eastwood 2122",3,2,2,540000,"2005-09-01",-33.7934683979459,151.076310812997,666.812400279325
"154",154,"1/20 Culgoa Avenue Eastwood 2122",3,NA,NA,560000,"2005-09-01",-33.7838557799272,151.10049503441,1830.06555934312
"155",155,"3/635 Blaxland Road Eastwood 2122",3,NA,NA,5e+05,"2005-09-01",-33.7879272055756,151.086043878964,425.866671005266
"156",156,"5/7 Sybil Street Eastwood 2122",2,2,1,455000,"2005-09-01",-33.7912018894177,151.069235648526,1198.93664292448
"157",157,"3/5A Clanalpine Street Eastwood 2122",4,2,2,561000,"2005-08-01",-33.7934057851291,151.081700209101,392.010935558569
"158",158,"3/7 Sybil Street Eastwood 2122",3,NA,NA,532000,"2005-08-01",-33.7912018894177,151.069235648526,1198.93664292448
"159",159,"4/39 Norma Avenue Eastwood 2122",3,NA,NA,642000,"2005-08-01",-33.7875032908225,151.098690326837,1557.90251968033
"160",160,"3/6 Lovell Road Eastwood 2122",3,1,1,1140000,"2005-07-01",-33.7914953817574,151.090068701231,758.312882347959
"161",161,"3/31 Alexandria Avenue Eastwood 2122",3,2,2,1150000,"2005-07-01",-33.7889301841096,151.090712682852,804.093147066945
"162",162,"4/5A Clanalpine Street Eastwood 2122",3,1,1,560000,"2005-07-01",-33.7934057851291,151.081700209101,392.010935558569
"163",163,"4/55 Vimiera Road Eastwood 2122",3,2,1,503000,"2005-04-01",-33.7818792433394,151.090303059244,1171.84106391125
"164",164,"1/39 Norma Avenue Eastwood 2122",3,NA,NA,669000,"2005-02-01",-33.7875032908225,151.098690326837,1557.90251968033
"165",165,"7/16 Ethel Street Eastwood 2122",2,1,1,339000,"2005-02-01",-33.7896100402761,151.084112101739,188.929033767358
"166",166,"2/39 Norma Avenue Eastwood 2122",3,NA,NA,660000,"2005-02-01",-33.7875032908225,151.098690326837,1557.90251968033
"167",167,"2/21 Campbell Street Eastwood 2122",3,2,NA,620000,"2004-12-01",-33.7948965904279,151.075013881119,859.729400312028
"168",168,"1/13 Third Avenue Eastwood 2122",3,2,1,632000,"2004-12-01",-33.794246196651,151.08601303356,604.258174987831
"169",169,"4/11 Trelawney Street Eastwood 2122",2,2,1,1030000,"2004-12-01",-33.7939012813353,151.079963394944,487.309867687424
"170",170,"5/231 North Road Eastwood 2122",3,NA,NA,1130000,"2004-12-01",-33.7844643480072,151.098422189755,1626.82521581106
"171",171,"3/57 Vimiera Road Eastwood 2122",3,2,1,535000,"2004-10-01",-33.7818205281076,151.09050858351,1189.18078262847
"172",172,"3/27 Munro Street Eastwood 2122",3,2,NA,530000,"2004-07-01",-33.784281622518,151.091780034402,1092.35534954766
"173",173,"4/50 Lovell Road Eastwood 2122",3,2,NA,535000,"2004-05-01",-33.791804380618,151.095005306925,1212.60488110273
"174",174,"2/17 Edgar Street Eastwood 2122",2,NA,NA,445000,"2004-04-01",-33.7889277114481,151.088599018328,610.928621619639
"175",175,"3/222 North Road Eastwood 2122",3,NA,NA,525000,"2003-12-01",-33.7867516436552,151.098701810045,1575.43408140277
"176",176,"8/9 Cocos Avenue Eastwood 2122",3,2,NA,619000,"2003-11-01",-33.7827198644088,151.081980835219,799.365071949157
"177",177,"1/112 Vimiera Road Eastwood 2122",3,NA,NA,543000,"2003-10-01",-33.7794127006919,151.095794127833,1722.84792002489
"178",178,"8/17 Rutledge Street Eastwood 2122",2,NA,NA,520000,"2003-08-01",-33.7934683979459,151.076310812997,666.812400279325
"179",179,"15/48 Balaclava Road Eastwood 2122",3,2,1,519000,"2003-07-01",-33.7845354265461,151.092451005751,1128.60055697603
"180",180,"5/1 Darvall Road Eastwood 2122",3,2,NA,502000,"2003-05-01",-33.7904916488521,151.069613085626,1157.10735803503
"181",181,"1/6 Warrawong Street Eastwood 2122",3,NA,NA,416000,"2002-05-01",-33.7991296610791,151.071669501752,1409.51423557218
"182",182,"8/27 Grove Street Eastwood 2122",3,2,1,453000,"2002-03-01",-33.7896059750531,151.096214564096,1306.23091353235
"183",183,"5/9 Cocos Avenue Eastwood 2122",3,2,NA,1325000,"2002-02-01",-33.7827198644088,151.081980835219,799.365071949157
"184",184,"3/1 Orange Street Eastwood 2122",3,NA,NA,415000,"2002-02-01",-33.7898609106382,151.093842820774,1086.40404426109
"185",185,"2/27 Grove Street Eastwood 2122",3,2,2,450000,"2002-02-01",-33.7896059750531,151.096214564096,1306.23091353235
"186",186,"1/17-23 Rutledge Street Eastwood 2122",2,2,1,340000,"2001-12-01",-33.7934683979459,151.076310812997,666.812400279325
"187",187,"8/36 Lovell Road Eastwood 2122",2,NA,NA,326500,"2001-12-01",-33.7910111173014,151.09345708559,1057.95701967183
"188",188,"4/14 Eric Street Eastwood 2122",2,1,1,359000,"2001-10-01",-33.7936686835222,151.069314689873,1255.01258018766
"189",189,"2/46 Gordon Street Eastwood 2122",3,2,1,415000,"2001-07-01",-33.7895606708664,151.090361984023,765.297409472471
"190",190,"3/46 Gordon Street Eastwood 2122",3,2,2,421000,"2001-07-01",-33.7895606708664,151.090361984023,765.297409472471
"191",191,"3/49 Terry Road Eastwood 2122",3,2,2,4e+05,"2001-06-01",-33.7895045121152,151.069763876065,1142.13639760224
