"","X","address","bedroom","bathroom","carspace","soldprice","yearsold","latitude","longitude","distance_to_train_station"
"414",414,"33 Claremont Street Merrylands 2160",2,2,1,482750,"2005-10-01",-33.8407627836991,150.992898555004,497.561188131993
"415",415,"35 Claremont Street Merrylands 2160",2,2,1,482750,"2005-10-01",-33.8407627836991,150.992898555004,497.561188131993
"416",416,"2/14 Wright Street Merrylands 2160",2,1,1,320000,"2005-08-01",-33.8274994696619,150.975725627959,1842.42594675983
"417",417,"2/15 Willara Avenue Merrylands 2160",4,2,2,350000,"2005-08-01",-33.8282802439426,150.98166579892,1348.81524619724
"418",418,"1/117 John Street Merrylands 2160",4,2,2,395000,"2005-07-01",-33.8380878250292,151.001559743193,852.028482903808
"419",419,"8/16 Rickard Street Merrylands 2160",3,3,1,320000,"2005-06-01",-33.8276329095604,150.990387420631,986.270906074026
"420",420,"4/22 Hilltop Road Merrylands 2160",3,2,NA,338000,"2005-06-01",-33.8263062219258,150.98005823371,1607.07135186683
"421",421,"39 Chetwynd Road Merrylands 2160",3,2,2,620000,"2005-04-01",-33.8398384693264,150.98110488196,1133.52177159701
"422",422,"5/71 Lavinia Street Merrylands 2160",2,2,1,325000,"2005-03-01",-33.8483125315273,151.002779393924,1635.23539382317
"423",423,"1/3 Manchester Street Merrylands 2160",3,2,1,4e+05,"2005-03-01",-33.8315766788235,150.992042092137,528.322458520177
"424",424,"26/58 Lansdowne Street Merrylands 2160",3,NA,NA,380000,"2005-02-01",-33.8461775769695,150.992109734096,1100.500816716
"425",425,"5/85 Chetwynd Road Merrylands 2160",3,1,1,570000,"2005-02-01",-33.8429325231551,150.979909287291,1386.36778294124
"426",426,"6 Mills Street Merrylands 2160",3,1,1,435000,"2005-01-01",-33.8299179001851,150.970374118057,2174.53606928163
"427",427,"2/13 Hawksview Street Merrylands 2160",3,1,1,360000,"2004-10-01",-33.8469678647104,150.987442187493,1279.71807777193
"428",428,"113 Lackey Street Merrylands 2160",3,2,2,6e+05,"2004-09-01",-33.8459000102458,151.001352961641,1340.53011837216
"429",429,"32/58 Lansdowne Street Merrylands 2160",3,2,2,419000,"2004-06-01",-33.8460024371026,150.992351468183,1080.31478129026
"430",430,"1/17 Lansdowne Street Merrylands 2160",3,NA,NA,375000,"2004-06-01",-33.8456667418804,150.995896594131,1086.33837717489
"431",431,"3/36 Derby Street Merrylands 2160",2,1,1,304000,"2004-06-01",-33.844128034005,150.999142067041,1060.77781180934
"432",432,"19/59 Neil Street Merrylands 2160",2,1,1,246000,"2004-05-01",-33.8325814175571,150.988503001159,561.136738245937
"433",433,"20B Richardson Street Merrylands 2160",3,1,1,424000,"2004-04-01",-33.827505253175,150.97835980867,1640.8658587053
"434",434,"20/58 Lansdowne Street Merrylands 2160",2,2,1,625000,"2004-03-01",-33.8462365436583,150.991332144938,1112.32535433504
"435",435,"13/58 Lansdowne Street Merrylands 2160",3,2,1,683010,"2004-03-01",-33.8461223402275,150.991682340853,1096.7049449808
"436",436,"1/10 Rickard Street Merrylands 2160",3,NA,NA,372000,"2004-02-01",-33.8260255119884,150.990132275499,1166.29238932956
"437",437,"6/1 Willara Avenue Merrylands 2160",3,2,1,367000,"2004-01-01",-33.828633499252,150.982912187922,1237.27663837969
"438",438,"10/12 Cambridge Street Merrylands 2160",2,1,1,257200,"2004-01-01",-33.8368628936991,150.984800043974,723.941503913535
"439",439,"14 Smythe Street Merrylands 2160",3,2,1,6e+05,"2003-12-01",-33.8367897196844,150.995497447902,273.403421004389
"440",440,"14/58 Lansdowne Street Merrylands 2160",2,2,2,610000,"2003-11-01",-33.8461090130015,150.991614782713,1095.72742658557
"441",441,"9/58 Lansdowne Street Merrylands 2160",3,2,2,415000,"2003-11-01",-33.8460347912489,150.991968834303,1085.24220317022
"442",442,"26C Walker Street Merrylands 2160",2,1,1,590000,"2003-10-01",-33.8432740857095,150.988474921784,864.983796948026
"443",443,"2/19 Ellis Street Merrylands 2160",3,NA,NA,352000,"2003-10-01",-33.8274749945046,150.977857145936,1680.36351435301
"444",444,"8/10 Rickard Street Merrylands 2160",2,NA,NA,340000,"2003-10-01",-33.826144493104,150.990683134175,1144.31754974758
"445",445,"2/20 Ellis Street Merrylands 2160",3,NA,NA,362500,"2003-10-01",-33.8267118222205,150.977532933921,1755.11189703345
"446",446,"5/6 Addlestone Road Merrylands 2160",3,1,1,330000,"2003-09-08",-33.836850614211,150.98742341203,482.562884065052
"447",447,"6/41 Chetwynd Road Merrylands 2160",3,2,NA,418000,"2003-08-01",-33.840032594204,150.980546228113,1189.46826921597
"448",448,"4/529 Merrylands Road Merrylands 2160",3,2,1,354000,"2003-07-01",-33.8308339164736,150.967534999814,2396.26509328236
"449",449,"9/19 Ellis Street Merrylands 2160",3,NA,NA,349000,"2003-07-01",-33.8274749945046,150.977857145936,1680.36351435301
"450",450,"2/35 Clarence Street Merrylands 2160",3,2,1,361000,"2003-07-01",-33.8310719625238,150.983258360523,1041.56817999732
"451",451,"56 Myall Street Merrylands 2160",4,3,1,945000,"2003-03-01",-33.8439587614704,150.985110677306,1098.35948537295
"452",452,"25/59 Neil Street Merrylands 2160",2,1,1,230000,"2003-02-01",-33.8325814175571,150.988503001159,561.136738245937
"453",453,"1/95 Clarence Street Merrylands 2160",3,1,1,313000,"2003-02-01",-33.8261507376219,150.984448171679,1358.1967442917
"454",454,"5/36 Manchester Street Merrylands 2160",3,2,NA,290000,"2002-11-01",-33.8315534609517,150.989177576727,615.904140585464
"455",455,"4/49 Burnett Street Merrylands 2160",2,1,1,950000,"2002-06-01",-33.8282647793313,150.981310992959,1374.70031043666
"456",456,"26 Walker Street Merrylands 2160",2,1,NA,5e+05,"2002-05-01",-33.8431782805562,150.98830292513,862.632898188869
"457",457,"6/26 Military Road Merrylands 2160",3,1,1,510000,"2002-05-01",-33.8398692728206,150.989751569456,476.694668277573
"458",458,"8/34 Addlestone Road Merrylands 2160",2,1,NA,185000,"2002-04-01",-33.8385630370297,150.986987720703,576.851567201148
"459",459,"6/35 Clarence Street Merrylands 2160",2,1,1,285000,"2002-04-01",-33.8310719625238,150.983258360523,1041.56817999732
"460",460,"4 Gladstone Street Merrylands 2160",3,2,2,575000,"2002-04-01",-33.8343725045372,150.992944906928,216.925030742185
"461",461,"1/36 Derby Street Merrylands 2160",2,NA,NA,2e+05,"2002-01-01",-33.844128034005,150.999142067041,1060.77781180934
"462",462,"6/16 Rickard Street Merrylands 2160",2,1,1,295000,"2002-01-01",-33.8275516470091,150.990217267997,998.47568564917
"463",463,"3/16 Rickard Street Merrylands 2160",2,1,1,305000,"2001-12-01",-33.82748924374,150.989894145629,1012.22117180414
"464",464,"12/16 Rickard Street Merrylands 2160",3,2,1,335000,"2001-12-01",-33.827758638108,150.990299410648,974.328129609123
"465",465,"2/10 Rickard Street Merrylands 2160",2,1,1,248000,"2001-11-01",-33.8261635619337,150.990075194738,1152.28351754332
"466",466,"5/16 Rickard Street Merrylands 2160",3,1,1,339000,"2001-09-01",-33.8275506830903,150.990092545277,1001.18827030186
"467",467,"6/9-11 Kimberley Street Merrylands 2160",3,2,2,147500,"2001-09-01",-33.8478275965191,151.000340008643,1469.30428610162
