"","address","bedroom","bathroom","carspace","soldprice","yearsold","latitude","longitude","distance_to_train_station.km.","distance_class"
"121","3/63 Victoria Street Granville 2142",4,3,2,570000,2013-07-01,-33.8278436306062,151.008964567915,0.599277824058061,"(0.5,0.75]"
"122","63-65 Victoria Street Granville 2142",3,2,2,488000,2013-07-01,-33.8278436306062,151.008964567915,0.599277824058061,"(0.5,0.75]"
"123","14/335 Blaxcell Street Granville 2142",3,2,2,425000,2013-05-06,-33.8369180047125,151.010833816142,0.49262514833426,"(0.25,0.5]"
"124","15/39-47 Wellington Road Granville 2142",3,2,1,365000,2013-04-20,-33.8647576160099,151.0245913691,3.76428945963307,"(3.75,4]"
"125","15/39-47 Wellington Rd Granville 2142",3,2,1,365000,2013-04-20,-33.8647576160099,151.0245913691,3.76428945963307,"(3.75,4]"
"126","11/23 Elizabeth Street Granville 2142",3,2,1,487000,2013-04-11,-33.8378594600772,151.008718726695,0.659427018642967,"(0.5,0.75]"
"127","1/18-22 HIGH STREET Granville 2142",3,1,1,415000,2013-04-05,-33.8256626594,151.005703923761,0.967143256937522,"(0.75,1]"
"128","39 Wellington Road Granville 2142",3,1,2,365000,2013-04-01,-33.8647576160099,151.0245913691,3.76428945963307,"(3.75,4]"
"129","2/23-25 John Street Granville 2142",3,2,2,466000,2013-03-16,-33.8391162845488,151.008751835212,0.785109472542868,"(0.75,1]"
"130","2/23 John Street Granville 2142",3,NA,NA,466000,2013-03-01,-33.8391162845488,151.008751835212,0.785109472542868,"(0.75,1]"
"131","13/26 Elizabeth Street Granville 2142",3,1,1,430000,2013-02-01,-33.8384619931869,151.00782580255,0.758156873478578,"(0.75,1]"
"132","1/15 Marsden Street Granville 2142",2,1,1,298000,2012-12-01,-33.8258221251079,151.000237917062,1.32375470744781,"(1.25,1.5]"
"133","9/23 Elizabeth Street Granville 2142",3,2,2,498000,2012-12-01,-33.8377490285028,151.008740854919,0.647582394105911,"(0.5,0.75]"
"134","2/143 Blaxcell Street Granville 2142",3,2,2,4e+05,2012-11-28,-33.8450683159032,151.01027390501,1.39711246145855,"(1.25,1.5]"
"135","9/104-110 Elizabeth Street Granville 2142",3,2,2,425000,2012-09-24,-33.8375569991011,151.001992333216,1.07741268283089,"(1,1.25]"
"136","2/43 Crown Street Granville 2142",2,2,1,370000,2012-09-14,-33.8256963546508,150.995455873662,1.71206568244794,"(1.5,1.75]"
"137","5/166-168 The Trongate Granville 2142",3,2,2,458000,2012-07-31,-33.8451853691811,151.01104260935,1.40379079352384,"(1.25,1.5]"
"138","5/166 The Trongate Granville 2142",3,2,2,458000,2012-07-31,-33.8451853691811,151.01104260935,1.40379079352384,"(1.25,1.5]"
"139","7/54 William Street Granville 2142",2,1,1,350000,2012-07-25,-33.8365131587891,151.011875602888,0.435762686363722,"(0.25,0.5]"
"140","7/335-339 Blaxcell Street Granville 2142",3,2,2,390000,2012-07-14,-33.8560227508918,151.008054963782,2.63279689645462,"(2.5,3]"
"141","7/335-339 Blaxcell St Granville 2142",3,2,2,390000,2012-07-14,-33.8560227508918,151.008054963782,2.63279689645462,"(2.5,3]"
"142","5/43 Crown Street Granville 2142",2,1,1,6e+05,2012-07-01,-33.8256963546508,150.995455873662,1.71206568244794,"(1.5,1.75]"
"143","1/43 Crown Street Granville 2142",2,2,1,620000,2012-07-01,-33.8256963546508,150.995455873662,1.71206568244794,"(1.5,1.75]"
"144","4/43 Crown Street Granville 2142",2,2,1,615000,2012-07-01,-33.8256963546508,150.995455873662,1.71206568244794,"(1.5,1.75]"
"145","1/92-94 Clyde Street Granville 2142",3,2,1,415000,2012-06-29,-33.8422258029888,151.013233387383,1.07759128540409,"(1,1.25]"
"146","3/104-110 Elizabeth Street Granville 2142",3,2,2,432000,2012-06-21,-33.8375569991011,151.001992333216,1.07741268283089,"(1,1.25]"
"147","10/104 Elizabeth Street Granville 2142",3,2,2,420000,2012-06-12,-33.8375569991011,151.001992333216,1.07741268283089,"(1,1.25]"
"148","10/104-110 Elizabeth Street Granville 2142",3,2,2,420000,2012-06-12,-33.8375569991011,151.001992333216,1.07741268283089,"(1,1.25]"
"149","11/143-145 Blaxcell Street Granville 2142",3,3,2,395000,2012-06-09,-33.8450683159032,151.01027390501,1.39711246145855,"(1.25,1.5]"
"150","11/143 Blaxcell Street Granville 2142",3,3,2,395000,2012-06-09,-33.8450683159032,151.01027390501,1.39711246145855,"(1.25,1.5]"
"151","8/17-19 Wallace Street Granville 2142",3,2,2,382000,2012-06-01,-33.8301307167067,151.002083360684,0.957312828382723,"(0.75,1]"
"152","5/140 The Trongate Granville 2142",4,2,1,450000,2012-05-09,-33.8434157817827,151.011409820528,1.20524334895959,"(1,1.25]"
"153","5/36 Louis Street Granville 2142",3,2,2,685000,2012-05-01,-33.8414133451141,151.007106132343,1.08042446755808,"(1,1.25]"
"154","6/43 Crown Street Granville 2142",2,2,1,375000,2012-04-16,-33.8256963546508,150.995455873662,1.71206568244794,"(1.5,1.75]"
"155","1/50 William Street Granville 2142",2,1,1,525000,2012-04-01,-33.8366590039044,151.012361334177,0.45307986812301,"(0.25,0.5]"
"156","9/39-47 Wellington Road Granville 2142",2,2,1,349000,2012-03-15,-33.8647576160099,151.0245913691,3.76428945963307,"(3.75,4]"
"157","6/23 John Street Granville 2142",4,2,2,425000,2012-03-01,-33.8391162845488,151.008751835212,0.785109472542868,"(0.75,1]"
"158","1/104-110 Elizabeth street Granville 2142",4,4,2,536000,2012-03-01,-33.8375569991011,151.001992333216,1.07741268283089,"(1,1.25]"
"159","5/136 Railway Street Granville 2142",2,1,1,370000,2012-02-02,-33.8254420057989,150.995842949951,1.69329716792155,"(1.5,1.75]"
"160","3/23 Elizabeth Street Granville 2142",3,2,2,548000,2012-02-01,-33.8374539855111,151.008597189099,0.625278916908622,"(0.5,0.75]"
"161","6/39 Wellington Road Granville 2142",2,2,1,3e+05,2012-02-01,-33.8647576160099,151.0245913691,3.76428945963307,"(3.75,4]"
"162","6/39 Wellington Rd Granville 2142",2,2,1,3e+05,2012-02-01,-33.8647576160099,151.0245913691,3.76428945963307,"(3.75,4]"
"163","1/104 Elizabeth Street Granville 2142",4,4,2,536000,2012-01-01,-33.8375569991011,151.001992333216,1.07741268283089,"(1,1.25]"
"164","1 32 Alfred Street Granville 2142",3,2,1,531000,2012-01-01,-33.829587820838,151.014903816867,0.429579153241644,"(0.25,0.5]"
"165","1/32 Alfred Street (Cnr Gray St) Granville 2142",3,2,1,531000,2012-01-01,-33.829587820838,151.014903816867,0.429579153241644,"(0.25,0.5]"
"166","6/23 Elizabeth Street Granville 2142",3,2,2,548000,2011-12-12,-33.8374863396573,151.008836995349,0.617589296214132,"(0.5,0.75]"
"167","10/335-339 Blaxcell Street Granville 2142",3,2,2,395000,2011-12-09,-33.8560227508918,151.008054963782,2.63279689645462,"(2.5,3]"
"168","1/23 Elizabeth Street Granville 2142",4,3,2,588000,2011-12-07,-33.8374330307531,151.008450589612,0.630216252286778,"(0.5,0.75]"
"169","7/23 Elizabeth Street Granville 2142",3,2,2,498000,2011-12-01,-33.8376310113061,151.00875988184,0.635151745105063,"(0.5,0.75]"
"170","3/63-65 Victoria Street Granville 2142",3,2,2,711888,2011-11-29,-33.8278436306062,151.008964567915,0.599277824058061,"(0.5,0.75]"
"171","6/151-155 Blaxcell Street Granville 2142",3,2,1,380500,2011-11-08,-33.845508533458,151.010116409049,1.44748712720696,"(1.25,1.5]"
"172","2/92 Clyde Street Granville 2142",3,NA,NA,405000,2011-11-01,-33.8422258029888,151.013233387383,1.07759128540409,"(1,1.25]"
"173","9/34 Elizabeth Street Granville 2142",3,1,1,360000,2011-11-01,-33.8383173215381,151.007460938304,0.762381075750378,"(0.75,1]"
"174","6/136 Railway Street Granville 2142",2,2,1,382000,2011-10-01,-33.8254420057989,150.995842949951,1.69329716792155,"(1.5,1.75]"
"175","2/162 William Street Granville 2142",3,2,2,395000,2011-09-14,-33.8349576032883,151.001456645784,1.00963267768776,"(1,1.25]"
"176","1/136 Railway Street Granville 2142",2,2,1,388000,2011-09-01,-33.8254420057989,150.995842949951,1.69329716792155,"(1.5,1.75]"
"177","3/9 Gray Street Granville 2142",3,2,2,710000,2011-09-01,-33.8295241183739,151.01431314415,0.403725692797222,"(0.25,0.5]"
"178","14/104-110 Elizabeth Street Granville 2142",3,3,3,385000,2011-08-08,-33.8375569991011,151.001992333216,1.07741268283089,"(1,1.25]"
"179","14/104-110 Elizabeth St Granville 2142",3,3,3,385000,2011-08-08,-33.8375569991011,151.001992333216,1.07741268283089,"(1,1.25]"
"180","2/136 Railway Street Granville 2142",2,2,NA,486000,2011-08-01,-33.8254420057989,150.995842949951,1.69329716792155,"(1.5,1.75]"
"181","3/136 Railway Street Granville 2142",2,2,1,515000,2011-08-01,-33.8254420057989,150.995842949951,1.69329716792155,"(1.5,1.75]"
"182","8/151 Blaxcell Street Granville 2142",3,2,1,370000,2011-07-30,-33.845508533458,151.010116409049,1.44748712720696,"(1.25,1.5]"
"183","4/32 Alfred Street (Cnr Gray St) Granville 2142",3,2,1,520000,2011-07-15,-33.829587820838,151.014903816867,0.429579153241644,"(0.25,0.5]"
"184","4 32 Alfred Street Granville 2142",3,2,1,520000,2011-07-01,-33.829587820838,151.014903816867,0.429579153241644,"(0.25,0.5]"
"185","4/136 Railway Street Granville 2142",2,NA,NA,385000,2011-07-01,-33.8254420057989,150.995842949951,1.69329716792155,"(1.5,1.75]"
"186","4/32 Alfred Street (Cnr Gray St) Granville 2142",3,2,1,165000,2011-07-01,-33.829587820838,151.014903816867,0.429579153241644,"(0.25,0.5]"
"187","6/162 William Street Granville 2142",3,2,2,370000,2011-06-17,-33.8349576032883,151.001456645784,1.00963267768776,"(1,1.25]"
"188","23 Elizabeth Street Granville 2142",3,2,1,2020000,2011-06-09,-33.8376592583198,151.008528038398,0.648270735789396,"(0.5,0.75]"
"189","9/151 Blaxcell Street Granville 2142",3,2,2,412500,2011-06-01,-33.845508533458,151.010116409049,1.44748712720696,"(1.25,1.5]"
"190","13/39-47 Wellington Road Granville 2142",3,2,2,355000,2011-05-25,-33.8647576160099,151.0245913691,3.76428945963307,"(3.75,4]"
