"","address","bedroom","bathroom","carspace","soldprice","yearsold","latitude","longitude","distance_to_train_station.km.","distance_class"
"124","2/4 Denistone Road Eastwood 2122",2,1,1,460000,2007-10-01,-33.7920913769827,151.087620179675,0.565967532016128,"(0.5,0.75]"
"125","6/7 Sybil Street Eastwood 2122",2,2,1,481000,2007-09-01,-33.7912018894177,151.069235648526,1.19893664292448,"(1,1.25]"
"126","6/43 Balaclava Road Eastwood 2122",3,2,1,570000,2007-09-01,-33.7856894050658,151.091083498248,0.954193313772626,"(0.75,1]"
"127","7/27 Edgar Street Eastwood 2122",3,1,1,480000,2007-09-01,-33.7881038960945,151.088385447435,0.614921749659483,"(0.5,0.75]"
"128","3/4 Susan Place Eastwood 2122",3,2,2,567000,2007-08-01,-33.7870501232273,151.096161841925,1.33908518272625,"(1.25,1.5]"
"129","4/20 Clanalpine Street Eastwood 2122",3,1,1,575000,2007-08-01,-33.7943940115135,151.080240500663,0.529022584697343,"(0.5,0.75]"
"130","3/17 Gordon Street Eastwood 2122",3,2,2,595000,2007-07-01,-33.788443111716,151.089187260293,0.675447647215409,"(0.5,0.75]"
"131","10/9 Threlfall Street Eastwood 2122",3,2,2,495000,2007-07-01,-33.7849213712779,151.096248678442,1.4215035359168,"(1.25,1.5]"
"132","3/3 Edgar Street Eastwood 2122",3,2,NA,1330000,2007-07-01,-33.7899643852329,151.089036134579,0.641741011148257,"(0.5,0.75]"
"133","3/1 Balaclava Road Eastwood 2122",4,2,2,620000,2007-07-01,-33.7867778371027,151.085976823739,0.499442667981532,"(0.25,0.5]"
"134","1/27 Munro Street Eastwood 2122",3,2,2,589000,2007-07-01,-33.784281622518,151.091780034402,1.09235534954766,"(1,1.25]"
"135","1/20 Lansdowne Street Eastwood 2122",3,2,1,578000,2007-05-01,-33.7869160965955,151.087699053384,0.615360270168462,"(0.5,0.75]"
"136","2/6 Warrawong Street Eastwood 2122",3,2,3,550000,2007-04-01,-33.7991296610791,151.071669501752,1.40951423557218,"(1.25,1.5]"
"137","4/57 Vimiera Road Eastwood 2122",2,1,1,465000,2007-02-01,-33.7818205281076,151.09050858351,1.18918078262847,"(1,1.25]"
"138","4/63 Vimiera Road Eastwood 2122",3,2,2,617500,2007-01-01,-33.7816453882408,151.091125575402,1.24164409444892,"(1,1.25]"
"139","1/11 Clanalpine Street Eastwood 2122",3,2,NA,670000,2007-01-01,-33.7934871314994,151.080783145074,0.417488262160876,"(0.25,0.5]"
"140","4/21 Hunts Avenue Eastwood 2122",3,2,1,525000,2006-11-01,-33.7865113344912,151.094984184529,1.25027703050964,"(1.25,1.5]"
"141","3/26 Corunna Road Eastwood 2122",3,2,2,620000,2006-10-01,-33.782709889944,151.091555650854,1.18573668148346,"(1,1.25]"
"142","2/11 Trelawney Street Eastwood 2122",2,2,1,435000,2006-09-01,-33.7939012813353,151.079963394944,0.487309867687424,"(0.25,0.5]"
"143","1/7 Sybil Street Eastwood 2122",2,2,1,470100,2006-08-01,-33.7912018894177,151.069235648526,1.19893664292448,"(1,1.25]"
"144","3/6 Warrawong Street Eastwood 2122",3,2,3,508000,2006-07-01,-33.7991296610791,151.071669501752,1.40951423557218,"(1.25,1.5]"
"145","1/26 Corunna Road Eastwood 2122",3,NA,NA,620000,2006-06-01,-33.782709889944,151.091555650854,1.18573668148346,"(1,1.25]"
"146","2/24 Alexandria Avenue Eastwood 2122",3,1,1,488000,2006-04-01,-33.7880792113897,151.091234540144,0.869063991336156,"(0.75,1]"
"147","1/6 Lovell Road Eastwood 2122",3,1,2,443000,2006-04-01,-33.7914953817574,151.090068701231,0.758312882347959,"(0.75,1]"
"148","1/17 Vimiera Road Eastwood 2122",3,2,1,529000,2006-04-01,-33.7851585791377,151.086150077677,0.647294938779705,"(0.5,0.75]"
"149","2/37 Tallwood Avenue Eastwood 2122",2,2,1,473000,2006-03-01,-33.7913484469947,151.104462021545,2.07509407883697,"(2,2.25]"
"150","5/11 Trelawney Street Eastwood 2122",2,2,1,410000,2005-11-01,-33.7939012813353,151.079963394944,0.487309867687424,"(0.25,0.5]"
